名称,品牌,商圈,商圈距离m,own_S,D,P,D×P,商圈中位D×P,uplift,低证据点,采用
古茗(义乌市九联店),古茗,菲凡百货商城,110,2.2,4.2,1.0,4.2,4.2,,,
麦记牛奶(义乌佛堂宝龙店),麦记牛奶,翔龙里·佛堂之心,29,1.4,0.4,1.0,0.4,0.4,,Y,
古茗(义乌凯吉路店),古茗,商城嘉和广场,731,2.2,1.6,1.0,1.6,1.6,,Y,
沪上阿姨·精选茶饮(金华义乌西田畈店),沪上阿姨,大型百货商场(麻车塘村1区店),442,1.8,0.2,1.0,0.2,0.2,,Y,
古茗(义乌振兴西路店),古茗,商城星座,694,2.2,4.0,1.0,4.0,4.0,,,
沪上阿姨·精选茶饮(金华义乌绿地朝阳门店),沪上阿姨,绿地朝阳门商业中心,86,1.8,3.6,0.4534,1.632,1.499,,,
蜜雪冰城(凌云菜市场店),蜜雪冰城,北城之心,897,2.5,4.0,1.0,4.0,3.5,,,
古茗(永康巴黎商街店),古茗,众策机电灯饰家私商场,492,2.2,0.2,0.8498,0.17,0.158,,Y,
1点点(衢州学院店),一点点,东方商厦(衢州西区店),160,1.6,13.8,0.7318,10.099,8.873,1.1382,,Y
茉莉奶白(衢州水亭门店),茉莉奶白,水亭门购物中心,171,1.5,15.6,0.7788,12.149,12.311,,,
霸王茶姬(浙江衢州吾悦金街店),霸王茶姬,西区吾悦广场店,19,2.0,20.6,0.2283,4.702,4.696,1.0013,,Y
古茗(衢职校外店),古茗,东方商厦(衢州西区店),349,2.2,17.0,0.4832,8.214,8.873,0.9257,,Y
蜜雪冰城(九华北大道衢职校外店),蜜雪冰城,东方商厦(衢州西区店),358,2.5,16.2,0.5331,8.637,8.873,0.9734,,Y
1点点(吾悦广场店),一点点,吾悦广场(衢州店),14,1.6,19.8,0.1829,3.622,3.711,,,
爷爷不泡茶NOYEYENOTEA(衢州吾悦广场店),爷爷不泡茶,吾悦广场金街,49,2.0,19.8,0.2795,5.535,4.878,1.1346,,Y
LINLEE·手打柠檬茶(鹿鸣岛银泰inPARK店),LINLEE,衢州鹿鸣岛银泰inPARK,53,1.5,0.4,0.85,0.34,3.465,,Y,
茶百道(衢州柯城吾悦广场新店),茶百道,吾悦广场(衢州店),34,1.8,19.8,0.192,3.801,3.711,,,
古茗(衢州吾悦广场店),古茗,吾悦广场(衢州店),14,2.2,19.8,0.2285,4.525,3.711,,,
LELECHA乐乐茶(鹿鸣岛inPARK店),乐乐茶,衢州鹿鸣岛银泰inPARK聚品惠JPH,34,1.6,0.4,0.7781,0.311,0.311,,,
茉酸奶( 衢州吾悦广场店 ),茉酸奶,西区吾悦广场店,7,1.6,20.8,0.1751,3.643,4.696,0.7756,,Y
CHAGEE霸王茶姬(国金中心店),霸王茶姬,国金中心,1,2.0,30.6,0.5016,15.348,19.308,,,
茶百道(衢州学院店),茶百道,东方商厦(衢州西区店),405,1.8,17.0,0.5781,9.828,8.873,1.1076,,Y
古茗(衢州水亭门景区店),古茗,水亭门购物中心,16,2.2,21.2,0.5807,12.311,12.311,,,
喜茶(衢州吾悦广场店),喜茶,吾悦广场金街,55,2.0,19.0,0.2567,4.878,4.878,1.0,,Y
LINLEE·手打柠檬茶(衢州吾悦广场店),LINLEE,吾悦广场(衢州店),21,1.5,20.6,0.1717,3.537,3.711,,,
沪上阿姨·精选茶饮(衢州吾悦广场金街店),沪上阿姨,西区吾悦广场店,15,1.8,20.8,0.2253,4.686,4.696,0.9978,,Y
蜜雪冰城(衢州吾悦广场店),蜜雪冰城,吾悦广场金街,55,2.5,19.0,0.3207,6.093,4.878,1.249,,Y
古茗(衢州吾悦第吾大道),古茗,西区吾悦广场店,11,2.2,20.6,0.228,4.696,4.696,1.0,,Y
CHAGEE霸王茶姬(衢州柯城鹿鸣岛银泰inPARK店),霸王茶姬,衢州鹿鸣岛银泰inPARK,222,2.0,7.0,0.9413,6.589,3.465,,,
益禾堂(衢州新城吾悦广场店),益禾堂,吾悦广场金街,47,1.7,19.8,0.2041,4.042,4.878,0.8286,,Y
喜茶(衢州国金中心店),喜茶,名都商厦,72,2.0,33.6,0.3857,12.961,10.483,1.2364,,Y
蜜雪冰城(水亭门店),蜜雪冰城,水亭门购物中心,8,2.5,22.0,0.6334,13.936,12.311,,,
茶理宜世(衢州吾悦店),茶理宜世,吾悦广场金街,48,1.5,19.8,0.1706,3.378,4.878,0.6925,,Y
luckin coffee瑞幸咖啡(颐高广场A座店),瑞幸,EGO颐高广场,69,2.2,22.2,0.6226,13.822,13.822,,,
1点点(国金中心店),一点点,名都商厦,75,1.6,33.6,0.312,10.483,10.483,1.0,,Y
古茗(衢州吾悦第吾大道),古茗,西区吾悦广场店,21,2.2,20.6,0.2506,5.162,4.696,1.0992,,Y
茶百道(南街店),茶百道,名都商厦,55,1.8,28.2,0.3296,9.296,10.483,0.8868,,Y
蜜雪冰城(坊门街32号店),蜜雪冰城,Boom Cup(衢州店),98,2.5,27.2,0.5591,15.208,15.208,,,
LINLEE林里·手打柠檬茶(坊门街店),LINLEE,名都商厦,40,1.5,29.6,0.3346,9.905,10.483,0.9449,,Y
古茗奶茶店,古茗,名都商厦,56,2.2,27.4,0.3983,10.912,10.483,1.0409,,Y
瑞幸咖啡(衢州南海路店),瑞幸,新湖景城商业街(新湖景城玫瑰园店),131,2.2,13.2,0.9012,11.896,11.109,,,
古茗(柯城下街店),古茗,国金中心,192,2.2,30.2,0.7704,23.267,19.308,,,
蜜雪冰城(中河沿店),蜜雪冰城,春天百货指尚女王,86,2.5,29.4,0.716,21.051,21.051,,,
古茗(衢州学院校内店),古茗,东方商厦(衢州西区店),733,2.2,11.2,0.6147,6.884,8.873,0.7759,,Y
蜜雪冰城(浮石路店),蜜雪冰城,浮石路北门商场,32,2.5,17.4,0.992,17.261,17.261,,,
古茗(柯城坊门街),古茗,坊门街商业步行街,21,2.2,28.8,0.8165,23.514,23.514,,,
爷爷不泡茶NOYEYENOTEA(衢州恒太城店),爷爷不泡茶,衢州南湖恒太城,82,2.0,20.8,0.4426,9.206,8.388,1.0975,,Y
蜜雪冰城(新湖景城店),蜜雪冰城,东方商厦(芹江东路店),102,2.5,14.0,0.9623,13.473,13.473,,,
霸王茶姬(浙江衢州柯城恒太城店),霸王茶姬,衢州南湖恒太城,17,2.0,19.2,0.3577,6.867,8.388,0.8187,,Y
沪上阿姨·精选茶饮(衢州南湖恒太城店),沪上阿姨,衢州南湖恒太城,26,1.8,19.2,0.3208,6.159,8.388,0.7343,,Y
古茗(中河沿店),古茗,春天百货(中河沿店),21,2.2,29.2,0.7038,20.552,21.313,,,
蜜雪冰城(衢州学院店),蜜雪冰城,东方商厦(衢州西区店),719,2.5,13.6,0.6698,9.109,8.873,1.0266,,Y
古茗(新湖景城兰馨苑店),古茗,新湖景城商业街(新湖景城玫瑰园店),99,2.2,11.0,0.9383,10.321,11.109,,,
蜜雪冰城(南湖恒太城店),蜜雪冰城,衢州南湖恒太城,76,2.5,19.2,0.4771,9.16,8.388,1.0921,,Y
古茗(衢州马站底店),古茗,春天百货(中河沿店),265,2.2,24.8,0.8901,22.074,21.313,,,
蜜雪冰冰城(荷一路店),蜜雪冰城,凯升广场,279,2.5,15.0,0.7251,10.876,10.548,,,
古茗(柯城南湖恒太城),古茗,衢州南湖恒太城,83,2.2,19.2,0.4369,8.388,8.388,1.0,,Y
辉屏贡茶,贡茶,东方商厦D座(劳动路店),59,1.4,19.0,0.6267,11.908,11.908,,,
蜜雪冰城(锦绣家园店),蜜雪冰城,衢州青悦里,538,2.5,7.2,1.0,7.2,7.2,,,
茶百道(衢州柯城爱琴海奥莱店),茶百道,大熊堡店(爱琴海购物公园奥特莱斯店),10,1.8,7.8,0.5477,4.272,4.473,,,
古茗(柯城荷一路店),古茗,凯升广场,251,2.2,15.6,0.6551,10.219,10.548,,,
沪上阿姨·精选茶饮(衢州柯城百汇路店),沪上阿姨,东方商厦(五环店),626,1.8,7.2,0.3039,2.188,2.674,0.8183,,Y
蜜雪冰城(三衢路店),蜜雪冰城,黎明布艺(中兴商务广场店),493,2.5,13.0,1.0,13.0,13.0,,,
茶百道(衢州百汇路店),茶百道,东方商厦(五环店),664,1.8,7.2,0.369,2.657,2.674,0.9936,,Y
古茗(柯城锦绣家园店),古茗,衢州青悦里,538,2.2,7.2,1.0,7.2,7.2,,,
CHAGEE霸王茶姬(浙江衢州爱琴海奥特莱斯店),霸王茶姬,大熊堡店(爱琴海购物公园奥特莱斯店),5,2.0,7.8,0.5992,4.674,4.473,,,
LINLEE·手打柠檬茶(百汇路店),LINLEE,东方商厦(五环店),707,1.5,6.4,0.4504,2.883,2.674,1.0781,,Y
蜜雪冰城(百汇路店),蜜雪冰城,东方商厦(五环店),613,2.5,7.2,0.4479,3.225,2.674,1.2062,,Y
古茗(百汇路店),古茗,东方商厦(五环店),643,2.2,7.2,0.3714,2.674,2.674,1.0,,Y
古茗(衢州双港中路店),古茗,东方商厦(荷四店),300,2.2,9.2,0.6693,6.158,6.158,,,
古茗(柯城荷四路店),古茗,东方商厦(裕丰店),71,2.2,8.2,0.9491,7.783,7.403,,,
蜜雪冰城(双港中路大方小区门口),蜜雪冰城,东方商厦(双港店),276,2.5,9.2,0.7271,6.689,6.689,,,
瑞幸咖啡(衢州南区荷花四路店),瑞幸,东方商厦(裕丰店),102,2.2,7.4,0.9491,7.024,7.403,,,
CHAGEE霸王茶姬(衢州柯城万达广场店),霸王茶姬,万达广场(衢州柯城店),86,2.0,18.6,0.6361,11.832,11.794,1.0032,,Y
霸王茶姬(浙江衢州柯城区新宏东方广场店),霸王茶姬,东方商厦(彩虹店),51,2.0,12.2,0.8789,10.723,6.047,,,
古茗(柯城十五田铺店),古茗,东方商厦(彩虹店),231,2.2,11.6,0.4669,5.416,6.047,,,
古茗(柯城十五田铺店),古茗,东方商厦(彩虹店),235,2.2,11.6,0.4624,5.364,6.047,,,
喜茶(衢州柯城万达广场店),喜茶,万达广场(衢州柯城店),80,2.0,18.6,0.6341,11.794,11.794,1.0,,Y
蜜雪冰城(十五田铺店),蜜雪冰城,东方商厦(彩虹店),250,2.5,9.8,0.6813,6.677,6.047,,,
古茗(衢州万达广场店),古茗,万达广场(衢州柯城店),82,2.2,17.8,0.5131,9.133,11.794,0.7744,,Y
1点点(衢州万达广场店),一点点,万达广场(衢州柯城店),82,1.6,17.8,0.3775,6.719,11.794,0.5697,,Y
蜜雪冰城(万达金街一楼),蜜雪冰城,万达广场(衢州柯城店),135,2.5,17.8,0.792,14.097,11.794,1.1953,,Y
古茗(衢江振兴西路店),古茗,东方商厦(通江店),138,2.2,6.0,0.561,3.366,3.901,,,
瑞幸咖啡(衢江振兴西路店),瑞幸,东方商厦(通江店),168,2.2,6.0,0.6502,3.901,3.901,,,
蜜雪冰城(俊涵奶茶店),蜜雪冰城,东方商厦(通江店),138,2.5,6.0,0.6519,3.912,3.901,,,
古茗(振兴中路店),古茗,纤美服饰商场,317,2.2,9.8,0.5966,5.847,6.063,,,
CHAGEE霸王茶姬(浙江衢州银泰城店),霸王茶姬,衢州银泰城,106,2.0,8.6,0.6261,5.384,2.77,1.9441,,Y
爷爷不泡茶NOYEYENOTEA(衢州银泰城店),爷爷不泡茶,衢州银泰城,3,2.0,7.8,0.3442,2.684,2.77,0.9693,,Y
蜜雪冰城(通浦路店),蜜雪冰城,纤美服饰商场,272,2.5,9.0,0.6977,6.279,6.063,,,
古茗(衢州银泰城店),古茗,衢州银泰城,3,2.2,7.8,0.366,2.855,2.77,1.0307,,Y
蜜雪冰城(衢江区振兴中路店),蜜雪冰城,纤美服饰商场,33,2.5,9.4,0.8673,8.153,6.063,,,
LELECHA乐乐茶,乐乐茶,衢州银泰城,16,1.6,7.8,0.2575,2.009,2.77,0.7253,,Y
古茗(衢州石梁镇店),古茗,国章购物中心,221,2.2,0.2,0.4758,0.095,0.102,,,
沪上阿姨鲜果茶(振兴中路店),沪上阿姨,纤美服饰商场,325,1.8,9.0,0.5434,4.89,6.063,,,
LINLEE·手打柠檬茶(衢州银泰城店),LINLEE,衢州银泰城,86,1.5,7.8,0.3402,2.654,2.77,0.9582,,Y
瑞幸咖啡(衢州银泰城店),瑞幸,衢州银泰城,108,2.2,7.8,0.4634,3.615,2.77,1.3051,,Y
蜜雪冰城(信安中路银泰店),蜜雪冰城,衢州银泰城,198,2.5,9.4,0.7337,6.897,2.77,2.4901,,Y
古茗(航埠镇大桥路店),古茗,信用百货商场,158,2.2,1.6,0.6516,1.043,1.079,,,
蜜雪冰城(航埠镇大桥路18号),蜜雪冰城,信用百货商场,131,2.5,1.6,0.6969,1.115,1.079,,,
瑞幸咖啡(巨化九洲大厦店),瑞幸,柯城区衢化街道九洲商城讯龙华为合作店,44,2.2,5.2,0.8595,4.47,4.47,,,
蜜雪冰城(柯城石梁镇店),蜜雪冰城,国章购物中心,221,2.5,0.2,0.5393,0.108,0.102,,,
霸王茶姬(衢江东方广场店),霸王茶姬,精品水果商城,159,2.0,12.6,0.8057,10.152,10.152,,,
茶百道(衢州柯城中央大道店),茶百道,东方商厦(巨化二店),370,1.8,2.0,0.6315,1.263,1.191,,,
古茗(柯城巨化店),古茗,东方商厦(巨化二店),335,2.2,1.2,0.6381,0.766,1.191,,,
喜茶(衢州衢江东方商厦店),喜茶,壳部落数码潮品(衢江东方广场东方商厦店),9,2.0,7.8,0.5932,4.627,4.627,,,
古茗(巨化文昌路店),古茗,衢化百货大楼,276,2.2,2.6,0.9538,2.48,2.48,,Y,
古茗(衢江东方广场店),古茗,东方商厦(衢江东方广场店),61,2.2,10.2,0.4743,4.838,5.635,0.8585,,Y
蜜雪冰城(巨化店),蜜雪冰城,东方商厦(巨化二店),294,2.5,1.6,0.7445,1.191,1.191,,,
1点点(衢江东方广场东方商厦店),一点点,东方商厦(衢江东方广场店),72,1.6,11.0,0.3702,4.072,5.635,0.7226,,Y
蜜雪冰城(衢江东方店),蜜雪冰城,东方商厦(衢江东方广场店),85,2.5,12.6,0.6068,7.646,5.635,1.3568,,Y
书亦烧仙草(衢江东方广场东方商厦店),书亦烧仙草,海澜之家(衢江东方广场东方商厦店),31,1.7,11.8,0.5008,5.91,10.249,,,
古茗(衢江求实路店),古茗,东方商厦(衢江东方广场店),761,2.2,8.0,0.7044,5.635,5.635,1.0,,Y
古茗(衢州通源南路店),古茗,凤凰汇商业街(衢州碧桂园店),421,2.2,4.2,0.5311,2.231,2.109,,,
古茗(衢江廿里镇店),古茗,东方商厦(廿里店),264,2.2,5.2,0.8634,4.49,4.029,,,
沪上阿姨·精选茶饮(衢州衢江沈家店),沪上阿姨,海澜之家(衢江东方广场东方商厦店),376,1.8,15.8,0.9233,14.589,10.249,,,
古茗(衢江碧桂园店),古茗,凤凰汇商业街(衢州碧桂园店),512,2.2,2.4,0.7888,1.893,2.109,,,
蜜雪冰城(廿里镇店),蜜雪冰城,东方商厦(廿里店),104,2.5,4.4,0.8606,3.787,4.029,,,
蜜雪冰城(府东苑店),蜜雪冰城,东方商厦(衢江东方广场店),775,2.5,8.0,0.7544,6.035,5.635,1.071,,Y
益禾堂(衢州东港盘龙广场店),益禾堂,华为合作店(东港盘龙商业广场),38,1.7,2.8,0.7625,2.135,2.135,,,
沪上阿姨·精选茶饮(衢州盘龙广场店),沪上阿姨,万客隆超市(盘龙商业广场店),21,1.8,2.0,0.7803,1.561,2.517,,,
蜜雪冰城(东港碧桂园店),蜜雪冰城,凤凰汇商业街(衢州碧桂园店),519,2.5,2.4,0.8282,1.988,2.109,,Y,
茶百道(衢州东港五路店),茶百道,万客隆超市(盘龙商业广场店),325,1.8,3.6,0.9651,3.474,2.517,,,
蜜雪冰城(通源南路店),蜜雪冰城,凤凰汇商业街(衢州碧桂园店),422,2.5,4.2,0.6185,2.598,2.109,,,
蜜雪冰城(中兴路店),蜜雪冰城,东方商厦(廿里店),382,2.5,4.4,0.9156,4.029,4.029,,,
古茗(衢江大洲镇店),古茗,东方商厦(滨二街),189,2.2,1.0,0.805,0.805,0.88,,Y,
蜜雪冰城(大洲镇店),蜜雪冰城,东方商厦(滨二街),31,2.5,1.0,0.9542,0.954,0.88,,Y,
古茗(衢江高家镇店),古茗,乐来购购物广场(高家店),189,2.2,0.2,0.9196,0.184,0.184,,Y,
古茗(衢州常山招贤店),古茗,新世纪购物(兴贤路店),175,2.2,1.0,1.0,1.0,1.0,,Y,
古茗(衢州杜泽店),古茗,东方商厦(杜泽店),183,2.2,0.4,0.8281,0.331,0.338,,Y,
古茗(衢州莲花镇店),古茗,东方商厦(莲花店),556,2.2,0.8,0.708,0.566,0.586,,,
蜜雪冰城(莲花店),蜜雪冰城,东方商厦(莲花店),583,2.5,0.8,0.7579,0.606,0.586,,,
蜜雪冰城(杜泽店),蜜雪冰城,东方商厦(杜泽店),199,2.5,0.4,0.8615,0.345,0.338,,Y,
喜茶(衢州龙游银泰百货店),喜茶,汉固达商城(巨龙路店),377,2.0,4.2,1.0,4.2,4.225,0.9941,,Y
1点点(太平东路店),一点点,汉固达商城(巨龙路店),618,1.6,7.2,0.444,3.196,4.225,0.7566,,Y
茉莉奶白(江山东方广场店),茉莉奶白,江山东方广场,0,1.5,3.8,0.3687,1.401,1.401,,,
1点点(龙游县人民南路店),一点点,东方广场超市(龙游东方广场店),85,1.6,8.4,0.6492,5.454,5.454,,,
爷爷不泡茶NOYEYENOTEA(衢州江山解放路店),爷爷不泡茶,通禄门城市商业街区A区,486,2.0,13.4,0.3272,4.385,4.44,0.9876,,Y
霸王茶姬(浙江衢州常山东方广场店),霸王茶姬,东方商厦(常山东方广场店),36,2.0,3.0,0.5693,1.708,1.769,,,
古茗(衢州常山芳村镇店),古茗,萱昕百货商场,58,2.2,0.2,1.0,0.2,0.2,,Y,
茶百道(龙游兴龙北路店),茶百道,汉固达商城(巨龙路店),347,1.8,9.0,0.4722,4.25,4.225,1.0059,,Y
蜜雪冰城(太平东路店),蜜雪冰城,汉固达商城(巨龙路店),626,2.5,7.2,0.6451,4.645,4.225,1.0994,,Y
古茗(衢江全旺镇店),古茗,吉购购物广场,226,2.2,0.2,0.9312,0.186,0.186,,Y,
麦记牛奶(衢州国金店),麦记牛奶,国金商场,52,1.4,24.8,0.5407,13.41,13.41,,,
古茗(江山城中路店),古茗,通禄门城市商业街区A区,433,2.2,14.6,0.4501,6.571,4.44,1.48,,Y
麦记牛奶(龙游南大门店),麦记牛奶,东方商厦(龙洲店),351,1.4,4.2,0.7974,3.349,3.252,,,
古茗(常山东方广场店),古茗,东方商厦(常山东方广场店),23,2.2,3.0,0.6098,1.829,1.769,,,
古茗(贺村贺康路店),古茗,雪丽百货商场,94,2.2,0.4,0.7144,0.286,0.334,,,
古茗(开化临湖路店),古茗,万和电器商场(芹南路店),351,2.2,3.6,0.7931,2.855,2.855,,,
古茗(江山虎山店),古茗,四季青商贸城,185,2.2,6.0,0.9405,5.643,5.777,,,
茶百道(江山城中路店),茶百道,通禄门城市商业街区A区,472,1.8,14.4,0.3122,4.495,4.44,1.0124,,Y
古茗(龙游湖镇店),古茗,湖镇老街(湖头街),381,2.2,1.4,0.6825,0.956,1.025,,,
古茗(江山峡口店),古茗,方明家具商场,445,2.2,0.2,0.575,0.115,0.121,,,
LINLEE·手打柠檬茶(常山定阳北路店),LINLEE,U都·新天地,78,1.5,10.0,0.394,3.94,4.582,0.8599,,Y
蜜雪冰城(城中路店),蜜雪冰城,通禄门城市商业街区A区,457,2.5,13.6,0.4516,6.142,4.44,1.3832,,Y
麦记牛奶(衢州银泰城店),麦记牛奶,衢州银泰城,9,1.4,7.8,0.1974,1.54,2.77,0.556,,Y
古茗(通禄门未来社区店),古茗,通禄门城市商业街区C区,16,2.2,15.6,0.9224,14.39,14.39,,,
古茗(常山定阳北路),古茗,U都·新天地,66,2.2,10.0,0.4895,4.895,4.582,1.0682,,Y
古茗(龙游人民南路店),古茗,骆驼(新东方广场东方商厦店),123,2.2,5.8,0.4743,2.751,2.724,,,
古茗(龙游大南门景区店),古茗,东方商厦(龙洲店),346,2.2,5.8,0.5607,3.252,3.252,,,
古茗(江山贺村二店),古茗,雪丽百货商场,161,2.2,0.4,0.9162,0.366,0.334,,Y,
古茗(衢州淤头镇店),古茗,江成家具商场,114,2.2,3.2,0.9635,3.083,3.096,,,
古茗(开化东方广场店),古茗,东方商厦开化购物中心,130,2.2,1.8,1.0,1.8,1.8,,Y,
古茗(江山石门镇店),古茗,登中家具商场,74,2.2,0.4,1.0,0.4,0.4,,Y,
蜜雪冰城(人民路店),蜜雪冰城,爱尚花(恒隆广场商住楼店),200,2.5,10.8,0.9752,10.532,10.532,,,
古茗(开化马金店),古茗,新晨批发中心,119,2.2,1.2,1.0,1.2,1.2,,Y,
蜜雪冰城兴龙北路店,蜜雪冰城,汉固达商城(巨龙路店),370,2.5,9.0,0.6362,5.725,4.225,1.3552,,Y
古茗(龙游大南门景区店),古茗,东方商厦(龙洲店),336,2.2,5.8,0.5604,3.25,3.252,,,
古茗(江山城南东方广场),古茗,江山城南东方广场,23,2.2,1.4,0.6454,0.904,0.858,,,
沪上阿姨·精选茶饮(衢州江山城东方广场店),沪上阿姨,江山城南东方广场,0,1.8,1.4,0.5808,0.813,0.858,,,
古茗(开化华埠镇二店),古茗,横街,75,2.2,1.0,0.3961,0.396,0.399,,,
古茗(江山江东店),古茗,通禄门城市商业街区,509,2.2,0.0,0.6313,0.0,0.0,,,
古茗(常山定阳北二店),古茗,清河街,47,2.2,5.4,0.7644,4.128,4.128,,,
古茗(江山解放路钟楼店),古茗,中品维度商城,175,2.2,15.2,0.9007,13.691,10.903,,,
蜜雪冰城(解放路店),蜜雪冰城,中品维度商城,429,2.5,13.8,0.5881,8.115,10.903,,,
古茗(开化金佰汇店),古茗,开化金佰汇广场,100,2.2,4.4,0.9587,4.218,4.218,,,
蜜雪冰城(文峰西路店),蜜雪冰城,U都·新天地,92,2.5,9.2,0.4981,4.582,4.582,1.0,,Y
古茗(开化解放街店),古茗,芝英服装商场,195,2.2,2.2,0.8466,1.863,1.549,,Y,
蜜雪冰城(虎山街道东岳路虎山店),蜜雪冰城,四季青商贸城,46,2.5,6.2,0.9533,5.911,5.777,,,
蜜雪冰城(贺村中心广场店),蜜雪冰城,雪丽百货商场,186,2.5,0.4,0.8344,0.334,0.334,,Y,
宝圆圆·现炒珍珠奶茶(龙游东方广场店),宝圆圆,骆驼(新东方广场东方商厦店),34,1.3,6.6,0.3187,2.103,2.724,,,
古茗(龙游溪口镇店),古茗,哲奕购物广场,40,2.2,3.4,0.7931,2.697,2.697,,,
古茗(龙游龙天小镇店),古茗,龙游特安五金机电批发商城,184,2.2,1.2,0.5247,0.63,0.667,,,
春莱(衢州市常山店),春莱,U都·新天地,65,1.4,9.2,0.673,6.192,4.582,1.3512,,Y
蜜雪冰城(定阳北路店),蜜雪冰城,水中花(常山专卖店),28,2.5,6.2,0.7951,4.929,4.929,,,
蜜雪冰城(华埠店),蜜雪冰城,横街,85,2.5,1.0,0.5374,0.537,0.399,,,
蜜雪冰城(人民南路东方广场一楼158号),蜜雪冰城,骆驼(新东方广场东方商厦店),48,2.5,6.6,0.5592,3.691,2.724,,,
蜜雪冰城(峡口店),蜜雪冰城,方明家具商场,443,2.5,0.2,0.636,0.127,0.121,,,
沪上阿姨·精选茶饮(衢州龙游兴龙路店),沪上阿姨,汉固达商城(巨龙路店),337,1.8,6.6,0.54,3.564,4.225,0.8436,,Y
蜜雪冰城(红木小镇),蜜雪冰城,龙游特安五金机电批发商城,183,2.5,1.2,0.5877,0.705,0.667,,,
古茗(龙游大润发店),古茗,骆驼(新东方广场东方商厦店),116,2.2,5.8,0.4649,2.697,2.724,,,
沪上阿姨·精选茶饮(衢州江山城中路店),沪上阿姨,通禄门城市商业街区A区,494,1.8,13.0,0.3157,4.104,4.44,0.9242,,Y
蜜雪冰城(开化东方广场店),蜜雪冰城,开化东方广场,48,2.5,4.4,0.7116,3.131,2.991,,,
沪上阿姨·精选茶饮(衢州常山一店),沪上阿姨,U都·新天地,99,1.8,9.2,0.3962,3.645,4.582,0.7955,,Y
蜜雪冰城(淤头店),蜜雪冰城,江成家具商场,111,2.5,3.2,0.9715,3.109,3.096,,,
蜜雪冰城(城北东方店),蜜雪冰城,东方商厦(江山东方广场店),36,2.5,3.8,0.576,2.189,1.889,,,
古茗(城东东方广场店),古茗,东方商厦(新东方广场店),30,2.2,6.6,0.5362,3.539,3.539,,,
蜜雪冰城(城东东方广场店),蜜雪冰城,龙游城东东方广场,56,2.5,3.8,0.8732,3.318,3.318,,,
蜜雪冰城(湖镇镇解放南路23、25、27号),蜜雪冰城,湖镇老街(湖头街),443,2.5,1.4,0.7816,1.094,1.025,,,
春莱·老挝咖啡·泰式奶茶(衢州长兴店),春莱,开化东方广场,89,1.4,4.4,0.6477,2.85,2.991,,,
沪上阿姨·精选茶饮(衢州江山东方广场店),沪上阿姨,东方商厦(江山东方广场店),6,1.8,3.8,0.4184,1.59,1.889,,,
蜜雪冰城(上余大溪滩店),蜜雪冰城,合文副食品批发商场,237,2.5,1.0,0.7582,0.758,0.758,,,
蜜雪冰城(江山市江东店),蜜雪冰城,通禄门城市商业街区A区,513,2.5,0.0,0.6884,0.0,4.44,0.0,,Y
蜜雪冰城(江山城南东方店),蜜雪冰城,奥莱体育(江山城南东方广场店),61,2.5,0.6,0.8298,0.498,0.498,,Y,
古茗(开化华埠镇店),古茗,横街,74,2.2,1.0,0.3985,0.399,0.399,,,
蜜雪冰城(解放街店),蜜雪冰城,芝英服装商场,118,2.5,1.6,0.7721,1.235,1.549,,,
蜜雪冰城(上方镇店),蜜雪冰城,上方购物广场,54,2.5,0.2,1.0,0.2,0.2,,Y,
茶百道(舟山临城银泰百货店),茶百道,银泰百货(舟山临城店),37,1.8,11.6,0.4114,4.772,4.346,,,
